ID,chr,start,end,logLik,AIC,BIC,deviance,nobs,df_Temp,df_Salinity,df_Temp.Salinity,df_Residuals,sumsq_Temp,sumsq_Salinity,sumsq_Temp.Salinity,sumsq_Residuals,meansq_Temp,meansq_Salinity,meansq_Temp.Salinity,meansq_Residuals,statistic_Temp,statistic_Salinity,statistic_Temp.Salinity,statistic_Residuals,p.value_Temp,p.value_Salinity,p.value_Temp.Salinity,p.value_Residuals,sig_effect
NC_027300.1:31534247-31534269,NC_027300.1,31534247,31534269,2.04571232865444,5.90857534269113,8.73332212999881,0.555629995161776,13,1,1,1,9,0.0144321168653603,0.00573442629894988,0.119559119583639,0.555629995161776,0.0144321168653603,0.00573442629894988,0.119559119583639,0.0617366661290863,0.233768970212676,0.092885260227037,1.93659824995491,NA,0.640288803215603,0.767470689337605,0.197470782624579,NA,none
NC_027300.1:36330362-36330386,NC_027300.1,36330362,36330386,5.03972047912986,-0.0794409582597169,2.74530582904797,0.350543903360165,13,1,1,1,9,0.00702452103427109,0.00096119594402894,0.00328641221327801,0.350543903360165,0.00702452103427109,0.00096119594402894,0.00328641221327801,0.0389493225955738,0.180350274822735,0.0246781171012758,0.0843766205487607,NA,0.681044413523983,0.878639511564717,0.778033810366777,NA,none
NC_027300.1:36608466-36608481,NC_027300.1,36608466,36608481,5.90583460934766,-1.81166921869531,1.72858178681574,0.399607893105391,15,1,1,1,11,0.0103103646201689,0.0472186070470144,0.0186849743614314,0.399607893105391,0.0103103646201689,0.0472186070470144,0.0186849743614314,0.0363279902823083,0.283813239874985,1.29978583125777,0.514340986556886,NA,0.604807775485507,0.278468436416384,0.488215276164138,NA,none
NC_027300.1:37993688-37993783,NC_027300.1,37993688,37993783,7.62332933854145,-5.24665867708291,-1.70640767157186,0.317819782956024,15,1,1,1,11,1.38953158376905e-05,0.10669922877185,0.0068186161402052,0.317819782956024,1.38953158376905e-05,0.10669922877185,0.0068186161402052,0.0288927075414567,0.000480928131008588,3.69294669316651,0.235997825071309,NA,0.982896487347194,0.0809184185410144,0.636643923540623,NA,none
NC_027300.1:38024662-38024794,NC_027300.1,38024662,38024794,2.71780071544072,4.56439856911856,7.38914535642624,0.501049241680995,13,1,1,1,9,0.168288305821786,0.292778154968762,0.281668044723534,0.501049241680995,0.168288305821786,0.292778154968762,0.281668044723534,0.055672137964555,3.02284611251917,5.25897092644738,5.05940772209727,NA,0.116100263627985,0.0475217417887531,0.0510605629735272,NA,Sal
NC_027300.1:41058236-41058251,NC_027300.1,41058236,41058251,10.1978361813566,-10.3956723627132,-6.85542135720215,0.225476721457619,15,1,1,1,11,0.0074603960109358,0.000983544129716414,0.00884519384735027,0.225476721457619,0.0074603960109358,0.000983544129716414,0.00884519384735027,0.0204978837688744,0.363959328438785,0.0479827157186784,0.431517416484793,NA,0.558549741142473,0.83062283268286,0.524750679229081,NA,none
NC_027300.1:42064556-42064616,NC_027300.1,42064556,42064616,0.0350325523317396,9.92993489533652,13.1252215434128,0.815605589452081,14,1,1,1,10,0.0797862896967846,0.305162493123829,0.136118637551786,0.815605589452081,0.0797862896967846,0.305162493123829,0.136118637551786,0.0815605589452081,0.97824598958897,3.74154489707256,1.66892722796603,NA,0.345959556118168,0.081848852051089,0.225459754699448,NA,none
NC_027300.1:42072777-42072804,NC_027300.1,42072777,42072804,10.1403651501512,-10.2807303003024,-7.45598351299475,0.159935625410415,13,1,1,1,9,0.0486780117166271,0.00599886875002126,0.0217637596174046,0.159935625410415,0.0486780117166271,0.00599886875002126,0.0217637596174046,0.0177706250456016,2.73924026823555,0.337572186382157,1.22470422742903,NA,0.132296140414192,0.57549281937786,0.2971403648616,NA,none
NC_027300.1:43584685-43584708,NC_027300.1,43584685,43584708,8.9694091162252,-7.93881823245039,-5.11407144514271,0.191505872745816,13,1,1,1,9,0.023635561321519,0.125635656550693,0.048468468316661,0.191505872745816,0.023635561321519,0.125635656550693,0.048468468316661,0.0212784303050906,1.11077560621868,5.90436675776015,2.27782160722003,NA,0.319384596433629,0.0379893914422201,0.165513982744385,NA,Sal
NC_027300.1:44881038-44881064,NC_027300.1,44881038,44881064,3.50189697618591,2.99620604762818,5.42073929656818,0.391950425538416,12,1,1,1,8,0.0249596043819031,0.716742290915495,0.0486046615801201,0.391950425538416,0.0249596043819031,0.716742290915495,0.0486046615801201,0.048993803192302,0.509444108348477,14.629243786245,0.992057329971822,NA,0.495672438543328,0.00505497945840227,0.348408528126564,NA,Sal
NC_027300.1:49449358-49449380,NC_027300.1,49449358,49449380,0.972166506290644,8.05566698741871,11.250953635495,0.71340880326276,14,1,1,1,10,0.0351180430494126,0.101477900513021,0.0440286063270987,0.71340880326276,0.0351180430494126,0.101477900513021,0.0440286063270987,0.071340880326276,0.492256934436482,1.42243689801576,0.6171581584883,NA,0.498924916074014,0.26053355670482,0.450317878759646,NA,none
NC_027300.1:50009474-50009502,NC_027300.1,50009474,50009502,-1.63548714344908,13.2709742868982,16.8112252924092,1.0922481413234,15,1,1,1,11,0.00901142628526081,0.0742184811444983,0.00273203263957064,1.0922481413234,0.00901142628526081,0.0742184811444983,0.00273203263957064,0.0992952855748543,0.0907538181001302,0.747452215025338,0.0275142230948223,NA,0.768839313678748,0.405743034969029,0.871265428942766,NA,none
NC_027300.1:54134797-54134806,NC_027300.1,54134797,54134806,7.44647864695171,-4.89295729390343,-1.35270628839238,0.325403058545456,15,1,1,1,11,0.0814402456442355,0.1208540820746,0.0330254312441107,0.325403058545456,0.0814402456442355,0.1208540820746,0.0330254312441107,0.0295820962314051,2.75302483661643,4.08537924862467,1.11639929049551,NA,0.125280592152282,0.0682716441727513,0.313348127953437,NA,none
NC_027300.1:54245373-54245446,NC_027300.1,54245373,54245446,1.94621136318887,6.10757727362225,9.6478282791333,0.677516268661339,15,1,1,1,11,0.162714091296422,0.124271361434438,0.00460234737112178,0.677516268661339,0.162714091296422,0.124271361434438,0.00460234737112178,0.0615923880601218,2.64178896810419,2.01764155195824,0.0747226648628937,NA,0.13236755825895,0.183199291924426,0.789644992094635,NA,none
NC_027300.1:60236392-60236410,NC_027300.1,60236392,60236410,-2.09707550687195,14.1941510137439,17.0188978010516,1.05095501838815,13,1,1,1,9,0.0252063163843563,0.15060165002996,0.412394979947158,1.05095501838815,0.0252063163843563,0.15060165002996,0.412394979947158,0.116772779820906,0.215857808840512,1.28969825211781,3.53160197590266,NA,0.653248961442916,0.285440045498979,0.092916612390148,NA,none
NC_027300.1:6267238-6267266,NC_027300.1,6267238,6267266,0.34239310754653,9.31521378490694,12.1399605722146,0.722091388198459,13,1,1,1,9,0.0549563205899351,0.0200922738972991,0.130101276548182,0.722091388198459,0.0549563205899351,0.0200922738972991,0.130101276548182,0.0802323764664954,0.684964387324169,0.250426009825217,1.6215558142231,NA,0.429280738525497,0.628783169213775,0.234779213304534,NA,none
NC_027300.1:65428283-65428295,NC_027300.1,65428283,65428295,13.320888739248,-16.6417774784959,-13.1015264729849,0.148682017553645,15,1,1,1,11,0.00543614767461606,0.00598798604403681,0.0163633480335229,0.148682017553645,0.00543614767461606,0.00598798604403681,0.0163633480335229,0.0135165470503314,0.402184644818944,0.443011519268896,1.21061599331478,NA,0.538927728619387,0.51938540003005,0.294705704214448,NA,none
NC_027300.1:69053288-69053312,NC_027300.1,69053288,69053312,5.41131960821987,-0.822639216439748,2.00210757086793,0.331065705287384,13,1,1,1,9,0.00684599187349338,0.0956521783106502,0.00120132930202049,0.331065705287384,0.00684599187349338,0.0956521783106502,0.00120132930202049,0.0367850783652649,0.186107850729981,2.60029834273703,0.0326580601539474,NA,0.676325259537554,0.141302270838803,0.860594905330155,NA,none
NC_027300.1:69967268-69967279,NC_027300.1,69967268,69967279,5.49710438626957,-0.994208772539132,2.20107787553716,0.373767862265688,14,1,1,1,10,0.00621843329241192,0.000339331910024569,9.50839898680833e-05,0.373767862265688,0.00621843329241192,0.000339331910024569,9.50839898680833e-05,0.0373767862265688,0.166371534853674,0.00907868076103771,0.00254393166099696,NA,0.691952630947112,0.925973062380883,0.960767064155165,NA,none
NC_027300.1:753261-753284,NC_027300.1,753261,753284,7.85269330769008,-5.70538661538016,-2.16513560986911,0.308247379045197,15,1,1,1,11,0.0213169197631119,0.000579952105701844,0.0385240508712376,0.308247379045197,0.0213169197631119,0.000579952105701844,0.0385240508712376,0.0280224890041088,0.760707578830212,0.0206959526549126,1.37475478590032,NA,0.401743884326774,0.888212028371624,0.265763444027139,NA,none
NC_027300.1:77011931-77011952,NC_027300.1,77011931,77011952,5.72951872889573,-1.45903745779145,1.36570932951623,0.315249109533242,13,1,1,1,9,0.000194032510802345,0.000851551889250912,0.075026792740144,0.315249109533242,0.000194032510802345,0.000851551889250912,0.075026792740144,0.0350276788370268,0.00553940532871502,0.0243108283941087,2.14192876122968,NA,0.942298497159318,0.879537861548093,0.177352321522323,NA,none
NC_027300.1:86665276-86665289,NC_027300.1,86665276,86665289,0.878871299697356,8.24225740060529,10.6667906495453,0.606864970481652,12,1,1,1,8,0.00174104122205017,0.0872696520656485,0.000220231223395416,0.606864970481652,0.00174104122205017,0.0872696520656485,0.000220231223395416,0.0758581213102065,0.0229512831583389,1.15043255169446,0.0029031990193222,NA,0.883334502142781,0.314744653784778,0.958350945995503,NA,none
NC_027300.1:9067565-9067583,NC_027300.1,9067565,9067583,1.20603285133183,7.58793429733634,10.412681084644,0.632249474533919,13,1,1,1,9,0.0234955834793337,0.000251821579405087,0.0628022443050619,0.632249474533919,0.0234955834793337,0.000251821579405087,0.0628022443050619,0.0702499416148798,0.334456982300994,0.00358465179637599,0.893982868332513,NA,0.577228959140387,0.953565999989299,0.369091138764722,NA,none
NC_027300.1:93503034-93503058,NC_027300.1,93503034,93503058,10.6949063849919,-11.3898127699838,-7.84956176447272,0.211017463546854,15,1,1,1,11,0.0581840876888197,0.326006555965385,0.0185465357442738,0.211017463546854,0.0581840876888197,0.326006555965385,0.0185465357442738,0.0191834057769868,3.03304263931172,16.994195908449,0.966800992476687,NA,0.109439555747862,0.00169378743329172,0.346611940378067,NA,Sal
NC_027300.1:94631589-94631672,NC_027300.1,94631589,94631672,14.7843542965387,-19.5687085930775,-16.0284575875664,0.122324967823797,15,1,1,1,11,0.110481513343095,0.0224205739124692,0.00630290651962092,0.122324967823797,0.110481513343095,0.0224205739124692,0.00630290651962092,0.0111204516203452,9.9349843976629,2.01615677833175,0.566785121216621,NA,0.00920960861649481,0.183347776809035,0.467345753595181,NA,Temp
NC_027300.1:9535342-9535357,NC_027300.1,9535342,9535357,8.42587350788842,-6.85174701577684,-3.31149601026579,0.2855675525876,15,1,1,1,11,0.0295887345195271,0.0563680522544142,6.68072845323692e-06,0.2855675525876,0.0295887345195271,0.0563680522544142,6.68072845323692e-06,0.0259606865988728,1.13975161661602,2.17128510988079,0.000257340206615606,NA,0.308574682058993,0.168640268257266,0.987488289149041,NA,none
NC_027300.1:99881362-99881377,NC_027300.1,99881362,99881377,6.68202360786549,-3.36404721573098,0.176203789780072,0.36031978637174,15,1,1,1,11,0.116637364739589,0.00456493829360975,0.00293540279534984,0.36031978637174,0.116637364739589,0.00456493829360975,0.00293540279534984,0.0327563442156127,3.5607564742831,0.139360432396298,0.0896132601375809,NA,0.085816821244286,0.716011961364229,0.770249683327104,NA,none
NC_027300.1:99940690-99940702,NC_027300.1,99940690,99940702,10.2756895697651,-10.5513791395303,-6.68843552833136,0.259305197992168,16,1,1,1,12,0.0204131272965529,0.0211915768696895,0.0101630938549318,0.259305197992168,0.0204131272965529,0.0211915768696895,0.0101630938549318,0.0216087664993473,0.944668789732608,0.980693500960806,0.470322720884545,NA,0.350264563539449,0.341576327129374,0.505872669279116,NA,none
NC_027301.1:15666580-15666628,NC_027301.1,15666580,15666628,8.91813744621507,-7.83627489243014,-4.64098824435385,0.22927356716629,14,1,1,1,10,0.0263069611455544,0.0572867144478188,0.00480745847253173,0.22927356716629,0.0263069611455544,0.0572867144478188,0.00480745847253173,0.022927356716629,1.14740488712657,2.49861836040912,0.209682194591796,NA,0.309264325843279,0.145027302457876,0.656805234535605,NA,none
NC_027301.1:1733213-1733275,NC_027301.1,1733213,1733275,5.72286150360208,-1.44572300720415,1.74956364087214,0.361905778954594,14,1,1,1,10,0.00394658019105197,5.85638524072366e-05,0.00108070920641567,0.361905778954594,0.00394658019105197,5.85638524072366e-05,0.00108070920641567,0.0361905778954594,0.109049935661489,0.00161820716365472,0.0298616178370354,NA,0.748042405773083,0.968704000751448,0.866252102410556,NA,none
NC_027301.1:27732490-27732539,NC_027301.1,27732490,27732539,3.80105801006767,2.39788397986467,5.22263076717235,0.424133987954977,13,1,1,1,9,0.0181528065319338,0.0283105340993659,0.000417289341440171,0.424133987954977,0.0181528065319338,0.0283105340993659,0.000417289341440171,0.0471259986616641,0.38519728064035,0.600741308478538,0.00885475858954319,NA,0.550226342552253,0.458174851827094,0.927091579488911,NA,none
NC_027301.1:33594247-33594263,NC_027301.1,33594247,33594263,10.2993372539584,-10.5986745079167,-7.05842350240566,0.222445793338656,15,1,1,1,11,0.00292353142074162,0.00211547460679577,0.000784191765454765,0.222445793338656,0.00292353142074162,0.00211547460679577,0.000784191765454765,0.0202223448489688,0.144569358428813,0.104610747299349,0.0387784785251922,NA,0.711019478234956,0.752430818515273,0.84747945115639,NA,none
NC_027301.1:37167974-37167992,NC_027301.1,37167974,37167992,3.39625433501771,3.20749132996457,6.40277797804086,0.504595113106018,14,1,1,1,10,0.0166376420869171,0.000382578288604362,0.00807034710971516,0.504595113106018,0.0166376420869171,0.000382578288604362,0.00807034710971516,0.0504595113106018,0.329722616307253,0.00758188651985578,0.159937084210713,NA,0.578509115091633,0.932331582221397,0.697623502178772,NA,none
NC_027301.1:39790772-39790793,NC_027301.1,39790772,39790793,11.9433757646233,-13.8867515292466,-10.3465005237356,0.178658883995137,15,1,1,1,11,0.00136570768350973,0.000223930346409399,0.00493958465592758,0.178658883995137,0.00136570768350973,0.000223930346409399,0.00493958465592758,0.0162417167268306,0.0840864119526007,0.0137873569756007,0.304129467285167,NA,0.777227378112019,0.908644117039038,0.592331050848607,NA,none
NC_027301.1:41382326-41382349,NC_027301.1,41382326,41382349,7.05072177716506,-4.10144355433012,-0.906156906253829,0.299372786386454,14,1,1,1,10,0.0365265631760054,0.00865760633778531,0.00256765626390134,0.299372786386454,0.0365265631760054,0.00865760633778531,0.00256765626390134,0.0299372786386454,1.22010298988413,0.289191494066177,0.0857678580239025,NA,0.295208725179815,0.602500573559878,0.77561491635645,NA,none
NC_027301.1:42296411-42296437,NC_027301.1,42296411,42296437,1.23306827436601,7.53386345126798,10.3586102385757,0.629625223219473,13,1,1,1,9,0.0717387673050228,0.00280648946951611,0.0355322320195008,0.629625223219473,0.0717387673050228,0.00280648946951611,0.0355322320195008,0.069958358135497,1.02544955623569,0.0401165714049554,0.507905459283094,NA,0.33767836108061,0.845705598149216,0.494108242523575,NA,none
NC_027301.1:51981323-51981339,NC_027301.1,51981323,51981339,4.19013060847151,1.61973878305698,5.48268239425589,0.554851554584826,16,1,1,1,12,0.144437788376151,0.0144190471633226,0.0066504580639398,0.554851554584826,0.144437788376151,0.0144190471633226,0.0066504580639398,0.0462376295487355,3.12381473241206,0.311846591273123,0.143832158543726,NA,0.102551412271878,0.586818159033263,0.711126388498984,NA,none
NC_027301.1:51982056-51982077,NC_027301.1,51982056,51982077,6.11157054263015,-2.22314108526029,0.972145562816001,0.342356994463723,14,1,1,1,10,0.0053921296148201,0.00266769480052303,0.0107281477648981,0.342356994463723,0.0053921296148201,0.00266769480052303,0.0107281477648981,0.0342356994463723,0.157500203063369,0.0779214341655785,0.313361430856786,NA,0.69980613378863,0.785822192811738,0.587943553839171,NA,none
NC_027301.1:52386186-52386268,NC_027301.1,52386186,52386268,1.98830182365602,6.02339635268796,8.84814313999564,0.560559269992872,13,1,1,1,9,0.112375658896166,0.0398940336841757,0.00127884917277265,0.560559269992872,0.112375658896166,0.0398940336841757,0.00127884917277265,0.0622843633325414,1.80423549159816,0.64051443331255,0.0205324274721211,NA,0.212088360890212,0.444136072270646,0.889216965342453,NA,none
NC_027301.1:52859806-52859824,NC_027301.1,52859806,52859824,-0.548165333444019,11.096330666888,14.6365816723991,0.944841439759026,15,1,1,1,11,0.00014979061605122,0.0843003425469794,0.00430457551849411,0.944841439759026,0.00014979061605122,0.0843003425469794,0.00430457551849411,0.0858946763417296,0.00174388707695087,0.981438502796062,0.050114578712288,NA,0.967438477894125,0.343135658659623,0.82696745417896,NA,none
NC_027301.1:58937402-58937476,NC_027301.1,58937402,58937476,12.5695175007871,-15.1390350015741,-11.5987839960631,0.164349087332991,15,1,1,1,11,0.000338213799621876,0.021699244174281,0.00565518185765337,0.164349087332991,0.000338213799621876,0.021699244174281,0.00565518185765337,0.014940826121181,0.0226368874705265,1.45234567341085,0.378505298956412,NA,0.883128633580331,0.253438180119773,0.550919970886953,NA,none
NC_027301.1:60836703-60836767,NC_027301.1,60836703,60836767,3.32425788878976,3.35148422242047,6.54677087049676,0.509811759250331,14,1,1,1,10,0.00246172898707182,0.00540279573242742,0.0216349541072731,0.509811759250331,0.00246172898707182,0.00540279573242742,0.0216349541072731,0.0509811759250331,0.0482870185397793,0.105976287019588,0.424371421700568,NA,0.830491989242455,0.751481645023805,0.529449393247794,NA,none
NC_027301.1:66128397-66128450,NC_027301.1,66128397,66128450,4.10638002526624,1.78723994946751,4.9825265975438,0.455916566372783,14,1,1,1,10,0.0227410777383912,0.00779977567338782,0.0566814105578338,0.455916566372783,0.0227410777383912,0.00779977567338782,0.0566814105578338,0.0455916566372783,0.498799109655446,0.171079014203013,1.24324086331813,NA,0.496153265494931,0.687885247646432,0.290926064723116,NA,none
NC_027301.1:67134481-67134492,NC_027301.1,67134481,67134492,6.42877922251223,-2.85755844502446,0.682692560486592,0.372694053316369,15,1,1,1,11,0.00131066840145343,0.0123641054578108,0.0946198083357429,0.372694053316369,0.00131066840145343,0.0123641054578108,0.0946198083357429,0.0338812775742154,0.0386841493383025,0.364924416758718,2.79268714494259,NA,0.847662475726042,0.558037028895221,0.122869614675938,NA,none
NC_027301.1:68457321-68457340,NC_027301.1,68457321,68457340,7.85074053446697,-5.70148106893395,-2.1612300634229,0.308327647791573,15,1,1,1,11,0.00951586839865367,0.00614591735869579,0.000577225451825657,0.308327647791573,0.00951586839865367,0.00614591735869579,0.000577225451825657,0.0280297861628703,0.339491294844728,0.219263797553939,0.0205932877429611,NA,0.571873318614497,0.648743007665589,0.888487569386899,NA,none
NC_027301.1:69673015-69673037,NC_027301.1,69673015,69673037,11.1805305710023,-12.3610611420046,-9.16577449392829,0.165955036828494,14,1,1,1,10,0.041551188424221,0.00702496133747179,0.0107729480931611,0.165955036828494,0.041551188424221,0.00702496133747179,0.0107729480931611,0.0165955036828494,2.50376181514528,0.423305099484973,0.649148606697269,NA,0.144656604717864,0.529956625583998,0.439155656730653,NA,none
NC_027301.1:713244-713259,NC_027301.1,713244,713259,5.03107894593392,-0.0621578918678445,3.13312875620845,0.399498487206976,14,1,1,1,10,0.0341873531163918,6.80346067404395e-05,0.0509620303143177,0.399498487206976,0.0341873531163918,6.80346067404395e-05,0.0509620303143177,0.0399498487206976,0.855756760317336,0.00170300035967825,1.27565014502583,NA,0.376712615279994,0.967895021468714,0.285073738784117,NA,none
NC_027301.1:9254485-9254587,NC_027301.1,9254485,9254587,3.57483212208105,2.8503357558379,6.04562240391419,0.491885142499163,14,1,1,1,10,0.000935523673380492,0.0920878518082947,0.146697304026921,0.491885142499163,0.000935523673380492,0.0920878518082947,0.146697304026921,0.0491885142499163,0.0190191488327396,1.87214135683009,2.9823487507995,NA,0.89304901812072,0.201184568972246,0.11487900113164,NA,none
NC_027302.1:11694484-11694507,NC_027302.1,11694484,11694507,3.59083616571761,2.81832766856479,6.01361431664108,0.490761834053321,14,1,1,1,10,0.00830219949273138,0.0072940754329573,0.154669819154245,0.490761834053321,0.00830219949273138,0.0072940754329573,0.154669819154245,0.0490761834053321,0.169169623973435,0.148627601553971,3.15162688746166,NA,0.689526931727305,0.707924192175609,0.106237854840357,NA,none
NC_027302.1:14396109-14396123,NC_027302.1,14396109,14396123,3.50433689323722,2.99132621352557,6.18661286160186,0.496863820737735,14,1,1,1,10,0.00114987879130149,0.00152602706337047,0.0521716392902541,0.496863820737735,0.00114987879130149,0.00152602706337047,0.0521716392902541,0.0496863820737735,0.0231427353594426,0.0307131853775277,1.05001888068225,NA,0.882111976784219,0.864379497851339,0.329651639980065,NA,none
