ID,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual
NC_027301.1:5075649-5075667,0.0864979105815276,0.0327624935569115,0.263274770956322,1.60970018231929,0.221631980668125,2,-0.546604919142555,7.09320983828511,9.92652677578443,1.17833128537577,17
NC_027301.1:53270967-53270987,0.00707737229430499,-0.0513298411001477,0.265195789852707,0.121172914833447,0.732039038996265,2,-0.684737570238718,7.36947514047744,10.2027920779768,1.19558971824522,17
NC_027301.1:68457293-68457340,0.0637414882137477,0.0117271264478448,0.123507233238012,1.22545939332341,0.282866927363647,2,14.5039456104917,-23.0078912209834,-20.0206944003214,0.274572659917956,18
NC_027302.1:31132851-31132902,0.0280493743434451,-0.0326975397600895,0.271215485180392,0.461741551112191,0.506523704669431,2,-0.993697012408869,7.98739402481774,10.6585092985062,1.17692543042617,16
NC_027302.1:47493167-47493234,0.0763802641007112,0.0186540306070057,0.184625224940749,1.32314650511608,0.266930775485328,2,5.92884547900658,-5.85769095801317,-3.18657568432467,0.545383578950754,16
NC_027302.1:74632956-74632980,0.0216979264464373,-0.0358492543508311,0.141568497325255,0.377045862991559,0.547318544501991,2,11.2412717834808,-16.4825435669615,-13.6492266294622,0.34070787039382,17
NC_027303.1:11810571-11810605,0.00463340091245361,-0.0617243723600496,0.172231160635637,0.0698245387684455,0.795188520304179,2,6.84353335450623,-7.68706670901247,-5.18742667684382,0.444953590408477,15
NC_027303.1:12923058-12923078,0.0336756476252629,-0.023166961337957,0.18023715450956,0.592436699150329,0.452041710862458,2,6.65296503671197,-7.30593007342395,-4.47261313592463,0.552252341716952,17
NC_027303.1:39435902-39436010,0.0194894216224579,-0.0417924895261383,0.207548427699914,0.318028946179566,0.58061401141554,2,3.82218416387433,-1.64436832774866,1.02674694593984,0.689221597451306,16
NC_027303.1:56548267-56548304,0.28660558621225,0.2390459586264,0.263498754533643,6.02623697367893,0.0267854481406123,2,-0.385055509500048,6.7701110190001,9.26975105116875,1.04147390461172,15
NC_027303.1:59186660-59186680,0.137644190457147,0.0760473469183719,0.168700946934435,2.23459811492613,0.157148120676935,2,6.8392774308334,-7.67855486166679,-5.36078869494745,0.398440132952053,14
NC_027303.1:67325150-67325166,0.0269145467688816,-0.0339032940580632,0.223884717377884,0.442543608962804,0.515372997635827,2,2.45838597828749,1.08322804342502,3.75434331711351,0.801989866806001,16
NC_027303.1:81936045-81936066,0.00973531121124166,-0.0562823347080088,0.316337770897133,0.147465288646454,0.706358254440692,2,-3.49200775215117,12.9840155043023,15.483655536471,1.50104377944251,15
NC_027303.1:9488097-9488130,0.00129962517912003,-0.0611191482471849,0.328593584308521,0.0208210624429273,0.88706936717378,2,-4.44804151476837,14.8960830295367,17.5671983032252,1.72757989837954,16
NC_027304.1:15750-15859,0.409595832017851,0.374866175077725,0.119392346386463,11.7938346677017,0.00316446873968408,2,14.4782748358454,-22.9565496716908,-20.1232327341915,0.242327050386308,17
NC_027304.1:27345449-27345462,0.00447724234706668,-0.0540829198678117,0.217421510316853,0.0764554293862449,0.78549325048191,2,3.08924135076508,-0.178482701530152,2.65483423596917,0.803625923523847,17
NC_027305.1:1463348-1463383,0.0782174415403096,0.0239949381015043,0.259769667431823,1.44252730102336,0.246198154859224,2,-0.291949830517034,6.58389966103407,9.41721659853339,1.14716476199988,17
NC_027305.1:30869265-30869300,0.0571761121014878,-0.00567881375841295,0.307317291265213,0.909652049052279,0.355324936067282,2,-3.00020111710202,12.000402234204,14.5000422663727,1.41665876265881,15
NC_027305.1:40292488-40292577,0.00841140658257158,-0.0535628805060178,0.23328902560427,0.135724136213909,0.717398324321703,2,1.71774225952584,2.56451548094832,5.23563075463682,0.870780311478239,16
NC_027305.1:43156520-43156536,0.000623497507040382,-0.0581633555807808,0.183226520717892,0.0106060704781891,0.919179374167344,2,6.34042079869121,-6.68084159738242,-3.8475246598831,0.570723284204531,17
NC_027305.1:46511831-46511875,0.30010221876045,0.261219008691586,0.145629580276304,7.71804123756645,0.012403936812533,2,11.2086145447978,-16.4172290895955,-13.4300322689336,0.381743543726145,18
NC_027305.1:54888576-54888665,0.0394576185409103,-0.0170448744860949,0.238958212957969,0.698334116373442,0.414935344035486,2,1.29467648948461,3.41064702103078,6.2439639585301,0.970717468181127,17
NC_027305.1:6689030-6689101,0.00269882866741415,-0.0559659461168556,0.206170904567229,0.0460042449210562,0.832719819365685,2,4.09875798887079,-2.19751597774158,0.635800959757741,0.722609512131179,17
NC_027306.1:24768317-24768381,0.00143260856397785,-0.0540433576269124,0.173797400508197,0.0258239497631877,0.874120792062863,2,7.67213495373454,-9.34426990746907,-6.3570730868071,0.54369965562132,18
NC_027307.1:21236885-21236906,0.0104776926041809,-0.0477295019485142,0.149782137626613,0.180006830507789,0.676687833213014,2,10.1697070759062,-14.3394141518125,-11.5060972143132,0.381389708783961,17
NC_027307.1:26157446-26157479,0.0309712967088999,-0.0260303917199884,0.255861278357507,0.543339988034525,0.471103594027545,2,-0.00391120434389652,6.00782240868779,8.84113934618711,1.11290489396654,17
NC_027307.1:381974-382078,0.00718454517984835,-0.0512163639272194,0.13975790104274,0.123021118843831,0.73008939400762,2,11.4858404024242,-16.9716808048483,-14.138363867349,0.332048605365829,17
NC_027308.1:106006168-106006225,3.58054397704927e-05,-0.0624619567202438,0.146059948362798,0.000572907549534642,0.98120004445662,2,10.1464401770628,-14.2928803541257,-11.6217650804372,0.341336136251889,16
NC_027308.1:141223386-141223407,0.070243150414155,0.0155515710267523,0.218481910496594,1.28435037351169,0.272822144827473,2,2.99680049255539,0.0063990148892179,2.83971595238854,0.811483868642111,17
NC_027308.1:30385528-30385552,0.121631280754362,0.0630733661379865,0.16939113488638,2.0771108662457,0.170072759727692,2,7.12619377020818,-8.25238754041636,-5.75274750824771,0.430400348671435,15
NC_027308.1:55679097-55679109,0.100235474948125,0.0502485568896872,0.225206882673591,2.00523414608086,0.173829302395257,2,2.48955090628249,1.02089818743502,4.00809500809699,0.912926520064015,18
NC_027308.1:63339374-63339398,0.0480932086018067,-0.00790130853926363,0.256432005440778,0.858891388966579,0.367020279017017,2,-0.0462456225817145,6.09249124516343,8.92580818266275,1.11787534804445,17
NC_027308.1:8206535-8206556,0.032936528343386,-0.0239495582246501,0.199909411068387,0.578990933116724,0.457133625444749,2,4.68473963700742,-3.36947927401484,-0.536162336515519,0.679384134773059,17
NC_027308.1:98121200-98121231,0.129999159478121,0.0756241069455035,0.23814977694238,2.39078683004747,0.141601040567834,2,1.3465525137445,3.306894972511,5.97801024619949,0.907445060123285,16
NC_027309.1:10247176-10247199,0.0281526943965916,-0.0325877622036215,0.200172009484163,0.463491649097891,0.505730545860219,2,4.47356194678204,-2.94712389356408,-0.276008619875588,0.641101334094847,16
NC_027309.1:11917541-11917574,0.08776028288882,0.0340991230587505,0.286407453450506,1.63545259116153,0.21813305389086,2,-2.14673202462637,10.2934640492527,13.1267809867521,1.39449689966406,17
NC_027309.1:63587982-63588016,0.00328230879543958,-0.055348143628358,0.230413671499153,0.0559830030256992,0.815788940437302,2,1.98651266517894,2.02697466964213,4.86029160714145,0.902537820233235,17
NC_027310.1:1636575-1636595,0.187155684710597,0.136352915005009,0.238442909401482,3.68396616552999,0.0729530780932199,2,1.32441039918682,3.35117920162637,6.02229447531486,0.909680336701496,16
NC_027310.1:19942602-19942879,0.00520456075053,-0.0500618525411072,0.223988183514137,0.0941722185419539,0.76246031971165,2,2.59807410623626,0.803851787527483,3.79104860818946,0.90307271437133,18
NC_027310.1:25968941-25968984,0.0146214228283901,-0.0469647382448355,0.201753355752342,0.237414097154153,0.632688358079378,2,4.33192182071224,-2.66384364142449,0.00727163226400407,0.651270664917297,16
NC_027310.1:30966257-30966517,0.055670014711554,0.00320723775108478,0.129076220851568,1.0611335872194,0.316600614520156,2,13.6218782883772,-21.2437565767543,-18.2565597560923,0.299892074207812,18
NC_027310.1:9363306-9363377,0.0445425136315121,-0.0151735792665184,0.251394206683627,0.745904687829655,0.4005379821519,2,0.37234821479225,5.2553035704155,7.92641884410399,1.01118475446544,16
NC_027311.1:20404097-20404104,0.0296621752238694,-0.0350270130945394,0.273390993914342,0.458533736392986,0.508619582829513,2,-1.01157931236688,8.02315862473377,10.5227986569024,1.12113953330207,15
NC_027311.1:42566167-42566263,0.0994478480781908,0.0464741920827901,0.154474390892371,1.87730762035426,0.188464931665367,2,9.58362347403541,-13.1672469480708,-10.3339300105715,0.405659736506673,17
NC_027311.1:6723209-6723215,0.0802774869134155,0.022794829845504,0.313476331589143,1.39655142973947,0.254568779163934,2,-3.60028073329102,13.200561466582,15.8716767402705,1.57227856746538,16
NC_027311.1:79790367-79790382,0.132039468396019,0.0700422875671636,0.260261479380817,2.12976568661269,0.166534880286043,2,-0.0976699757553032,6.19533995151061,8.51310611822995,0.948304527092878,14
NC_027312.1:10010731-10010809,0.000120253395226798,-0.0554286214161495,0.336988105752752,0.00216482144121073,0.963402033410757,2,-5.57101263241798,17.142025264836,20.1292220854979,2.0440977015389,18
NC_027312.1:34714414-34714434,0.132080730141714,0.0778357757755713,0.13155484648547,2.43489429911204,0.138221254524299,2,12.0291194772595,-18.058238954519,-15.3871236808305,0.276906842141049,16
NC_027312.1:39403614-39403654,0.248861387811725,0.198785480332507,0.162294759309721,4.969683034002,0.0415055754636201,2,7.85373026777774,-9.70746053555547,-7.20782050338682,0.395093833491005,15
NC_027312.1:82133061-82133149,0.00113688424884759,-0.0576197696188672,0.262073728603793,0.0193490298376619,0.891005079797462,2,-0.459729846788998,6.919459693578,9.75277663107732,1.16760486681301,17
NC_027313.1:21958995-21959073,0.0277844036011535,-0.0329790711737745,0.140195191707602,0.457255015518266,0.508567222385582,2,10.8841065398058,-15.7682130796116,-13.0970978059231,0.314475068446902,16
NC_027313.1:27547923-27547948,0.131144677221393,0.0828749370670261,0.158476521490986,2.71691284854634,0.116633868382282,2,9.5178110131139,-13.0356220262278,-10.0484252055658,0.452066541549893,18
NC_027313.1:62241020-62241056,0.0166677428911869,-0.0411753310563903,0.244714140860183,0.288154514510981,0.598361424338484,2,0.842437313914128,4.31512537217174,7.14844230967106,1.01804518252794,17
NC_027314.1:23735231-23735268,0.00154297957831501,-0.0539268548895564,0.22661922448421,0.0278165527825527,0.86940011690387,2,2.36451639515108,1.27096720969784,4.25816403035982,0.924412912304844,18
NC_027314.1:26137454-26137711,0.0124239125339772,-0.0424414256585797,0.241400440563834,0.226443742866834,0.639897693045554,2,1.10079739816036,3.79840520367928,6.78560202434125,1.04893510867943,18
NC_027314.1:29441-29483,0.0508433694398908,-0.00188755448011535,0.132944958302432,0.964204031718111,0.339145010336836,2,13.0312361678641,-20.0624723357282,-17.0752755150663,0.318138514884638,18
NC_027314.1:49297515-49297533,0.00492159376092327,-0.0503605399190254,0.153446232579649,0.0890268416450137,0.768834953076,2,10.1629354858859,-14.3258709717719,-11.3386741511099,0.423823433271978,18
NC_027314.1:59735910-59735943,0.000918428969411681,-0.0615241692200001,0.296264641144352,0.0147083721056216,0.904980829677571,2,-2.58380728572222,11.1676145714444,13.8387298451329,1.40436380147827,16
NC_027314.1:67525286-67525316,0.00254882988881988,-0.0597918682431289,0.17654887120995,0.0408854883759096,0.842307756636247,2,6.73398962732756,-7.46797925465511,-4.79686398096662,0.498712062808119,16
NC_027314.1:82444808-82444840,0.04519925803195,-0.00784522763294171,0.161332077159333,0.85210097648031,0.368167736637608,2,9.16064343581304,-12.3212868716261,-9.33409005096411,0.468504704169807,18
NC_027314.1:88512181-88512203,0.0697500081532183,0.0150294203975252,0.183222316304777,1.27465751034375,0.274575301980973,2,6.34085678779049,-6.68171357558099,-3.84839663808167,0.570697092265491,17
NC_027315.1:66651687-66651719,0.00115467546665047,-0.0654350128355727,0.190672282808079,0.017340154250458,0.896985834903828,2,5.11431671472066,-4.22863342944131,-1.72899339727266,0.545338791468661,15
NC_027315.1:67320163-67320258,0.195017487632523,0.147665575140319,0.173199515591779,4.11847119511021,0.0583729918240587,2,7.40972191642486,-8.81944383284971,-5.98612689535039,0.509967227420858,17
NC_027315.1:85727905-85728108,0.304625419774688,0.26372103270261,0.103822508542806,7.44725545545788,0.0142835919153579,2,17.1331886452364,-28.2663772904728,-25.4330603529735,0.183244925762058,17
NC_027316.1:16907555-16907621,0.0271021686193985,-0.0301271155794605,0.135788286102699,0.473571686223167,0.50063195019861,2,12.0333195971614,-18.0666391943227,-15.2333222568234,0.313453796926044,17
NC_027316.1:53446169-53446255,0.138746405302959,0.0813294989898229,0.0978202181127864,2.41647302531896,0.140907345752798,2,16.4605395509637,-26.9210791019275,-24.4214390697588,0.143531926074497,15
NC_027317.1:10037398-10037453,0.00756841430766791,-0.0508099142624694,0.173062665015054,0.129644244585986,0.723235554054972,2,7.42474036913947,-8.84948073827894,-6.01616380077962,0.50916166237592,17
NC_027317.1:3175480-3175503,4.21275504812568e-05,-0.0624552394776137,0.266618217867504,0.000674069204584554,0.979608037969943,2,-0.685970566037049,7.3719411320741,10.0430564057626,1.1373643855815,16
NC_027317.1:50414938-50415070,0.0966751911184176,0.0364535371929788,0.2529599345323,1.60532275048627,0.224469928522701,2,0.308842444197767,5.38231511160447,7.88195514377312,0.959830927178785,15
NC_027317.1:66759895-66759966,0.000662810197961548,-0.058121730378629,0.445730725190713,0.0112752467138528,0.91667855472055,2,-10.5504235723471,27.1008471446942,29.9341640821936,3.37748994944367,17
NC_027317.1:70412879-70412901,0.0390004268707234,-0.0210620464498563,0.194074919351056,0.649331016765844,0.432165692187929,2,5.03035194365192,-4.06070388730384,-1.38958861361534,0.602641189137903,16
NC_027317.1:9786340-9786358,0.00555777789269286,-0.0496890122243798,0.145513419066357,0.100599109575696,0.754761282744158,2,11.2245738797463,-16.4491477594927,-13.4619509388307,0.381134792310862,18
NC_027318.1:52829557-52829851,0.0690338467389677,0.0173135048911326,0.321836472302804,1.33475232901728,0.263068073962298,2,-4.65093125894512,15.3018625178902,18.2890593385522,1.86441686827765,18
NC_027318.1:8420270-8420323,0.1962951506762,0.151644881269322,0.18297279662465,4.39628143981507,0.0504121151906135,2,6.64319028278249,-7.28638056556498,-4.29918374490301,0.60262279748362,18
NC_027319.1:55357940-55358035,0.0023372079604071,-0.0600167165420673,0.330349052226267,0.0374829327753756,0.848921603145355,2,-4.54394818561295,15.0878963712259,17.7590116449144,1.74608794090869,16
NC_027319.1:57289674-57289709,0.000513416039271008,-0.0619544954582745,0.232485163874017,0.00821887633126939,0.928889585182706,2,1.77987333435879,2.44025333128242,5.11136860497092,0.864789622744459,16
NC_027319.1:86000880-86000891,0.0300817048461573,-0.0345795148307655,0.255007913842794,0.465220189109628,0.505590953336066,2,0.171763544299711,5.65647291140058,8.15611294356923,0.975435541836808,15
NC_027320.1:29936171-29936195,0.00651726936850295,-0.0519228912568792,0.251546269541368,0.111520387671082,0.742503898067741,2,0.31924971149414,5.36150057701172,8.19481751451104,1.07568393724303,17
NC_027320.1:30764747-30764821,0.0115149963475747,-0.0434008371886712,0.401596707913345,0.209684449931448,0.652494383194701,2,-9.07902734621228,24.1580546924246,27.1452515130865,2.90303848452306,18
NC_027320.1:51178179-51178241,0.00150281945345057,-0.0539692461324688,0.131169214263608,0.0270914637408424,0.871097154399767,2,13.3001760402285,-20.6003520804571,-17.6131552597951,0.309696529869583,18
NC_027322.1:21189940-21189945,0.0194597393311278,-0.0350147195949206,0.0696237831985036,0.35722684933035,0.557495777660782,2,25.9678156402857,-45.9356312805715,-42.9484344599095,0.0872544813637001,18
NC_027322.1:22216873-22216920,0.0714460219238431,0.00512073777554622,0.364422072926863,1.07720642046699,0.316917885921101,2,-5.48368471690299,16.967369433806,19.2851356005253,1.85924826130837,14
NC_027322.1:324517-324547,0.00444519776061306,-0.0541168494299391,0.346605761222758,0.0759057781253625,0.786245248087063,2,-5.77141028246377,17.5428205649275,20.3761375024269,2.04230441311773,17
NC_027323.1:12266089-12266162,0.226135086041697,0.183142590821792,0.145831597524788,5.25987349385099,0.0340772775672515,2,11.1808897846964,-16.3617795693929,-13.3745827487309,0.382803387059373,18
NC_027323.1:25170289-25170314,0.0291894714189317,-0.0279170302623077,0.218513161585813,0.51114094822098,0.484348790274995,2,2.99408297588712,0.0118340482257606,2.84515098572508,0.81171603036587,17
NC_027324.1:37618308-37618386,0.00630963276891912,-0.0488953876328075,0.251825304174069,0.114294546456173,0.739217953135784,2,0.255227877992034,5.48954424401593,8.4767410646779,1.14148770880252,18
NC_027326.1:27678791-27678816,0.0605459733102598,0.00835408293860751,0.122755242175702,1.16006477019934,0.295676157884783,2,14.6260906345586,-23.2521812691173,-20.2649844484553,0.271239290669073,18
